Keyword,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29,bert_30,bert_31,bert_32,bert_33,bert_34,bert_35,bert_36,bert_37,bert_38,bert_39,bert_40,bert_41,bert_42,bert_43,bert_44,bert_45,bert_46,bert_47,bert_48,bert_49
generative ai course online,0.85625666,0.3770703,-0.19802321,0.009904644,-0.08453697,0.114649415,-0.13393146,0.063197196,-0.0015581389,-0.019144956,0.009219672,-0.030335814,0.03722563,0.026363268,-0.06655678,0.0033834858,-0.010800001,0.006322031,-0.078382745,-0.018846247,-0.012775566,-0.027665704,0.06889289,0.014935593,-0.0031570126,0.03387824,-0.024404109,0.01578872,0.06978509,0.02807483,-0.013454048,0.05078928,0.01796683,-0.0001875453,0.011009744,0.03879586,0.0072604623,0.036169507,0.0110978745,0.019324498,0.013204497,0.026716365,0.0429151,-0.011068526,-0.06988011,-0.016953494,-0.001343062,0.008007176,-0.016819963,-0.007691679
ai courses for executives,0.83529747,-0.15847939,-0.026968405,-0.25859895,0.056675725,-0.25149134,-0.13574418,-0.15438436,0.0672815,-0.13041146,0.08148944,0.07523758,-0.092085525,0.045375325,0.018210951,-0.104852736,0.01644624,0.0771541,-0.021848045,0.08573244,-0.035884496,-0.03654376,-0.005863202,-0.022971867,0.02633152,-0.029402478,-0.051015515,0.068597876,-0.014070882,-0.053164687,-0.032401554,0.0076776813,0.027355218,0.033653237,-0.020133143,0.021501066,-0.06699906,-0.03804231,0.013591232,-0.016399117,0.009151785,-0.0055949576,-0.020564796,0.0017299452,0.028471958,-0.028955705,-0.012362538,-0.03349513,0.03169834,0.036027323
generative ai fundamentals course,0.83622795,0.40928668,0.022141935,0.01346023,-0.047828313,0.004362834,0.12008817,-0.046480417,0.00026302377,-0.052956488,-0.0121548865,-0.1024347,-0.026542153,0.016799094,0.019054743,0.013714099,-0.040627178,0.05496302,-0.07249872,-0.019798823,-0.03758731,-0.025008027,-0.047984622,-0.009916759,-0.008372551,0.116335444,-0.025315981,0.010879137,-0.030155752,-0.03468982,-0.055492975,-0.01003693,0.043932334,-0.039049197,-0.043062862,0.0021445046,0.09490601,0.004852433,0.015161255,0.042205315,0.0959602,0.02956134,0.090163626,-0.0871117,0.035375357,0.09520501,0.07991603,0.07061084,-0.006933089,-0.018919343
stanford online artificial intelligence course,0.77132857,-0.10756485,-0.33323064,0.06019799,0.16633955,0.3587651,-0.030408831,0.071992755,-0.039043594,-0.1513096,-0.12983404,-0.08863677,-0.12981445,0.0598477,-0.02267941,-0.018983375,0.07187189,0.028958365,0.040516,-0.00034534745,-0.019444615,-0.015829567,0.0057994328,-0.071233995,0.08390541,-0.034761928,-0.017090978,0.06859242,0.044978257,0.0057848296,0.027411401,-0.07204637,-0.02599188,0.013094301,-0.05122658,-0.007964899,-0.028022898,-0.034687392,0.028170306,-0.0039861607,-0.029929224,0.047329925,-0.012103026,-0.006301943,-0.010921315,0.0090705585,-0.03070364,0.012894668,-0.011212948,0.012984369
top artificial intelligence certification,0.7250968,-0.41700792,0.08988119,0.12568,-0.27611002,0.052227717,0.21282883,-0.0594773,-0.021060457,-0.017136564,-0.013806947,0.15818717,0.054934163,0.1616009,-0.05232769,-0.03951954,0.14069349,0.0116165755,0.061392516,0.15032957,-0.08898457,0.044780362,0.10095225,-0.07917901,0.00511614,0.014247664,0.009546118,-0.014391014,0.0174561,-0.0060645267,0.013165798,-0.029594049,0.008434377,-0.024105502,0.06840902,-0.013325123,0.008560034,-0.028193101,-0.04557926,-0.010922268,0.0024164354,0.029599003,-0.011172045,0.016704438,0.0041904612,-0.029981952,0.018769085,0.02210646,0.054861773,0.0074755005
diploma in artificial intelligence,0.81725055,-0.2481282,0.0058786273,0.06439286,-0.023367096,0.105770536,0.15821591,-0.08205074,0.10161643,-0.12788872,0.14374885,-0.012259063,0.06257133,-0.16470346,-0.03748894,-0.12785849,0.0017880335,-0.0427904,0.04340786,-0.03686689,0.085170515,0.088423714,-0.1033931,-0.09940646,-0.09620013,-0.002078638,0.05162071,0.011384891,-0.046613608,-0.010209872,-0.022528075,-0.10128619,0.028684888,-0.0066817906,-0.014363858,0.019169647,0.0441494,-0.02722307,-0.16270585,-0.0075347065,0.023912478,-0.017668214,0.09576043,0.045409754,-0.06631152,-0.056686968,-0.05860307,0.0026701612,-0.0005368447,0.08315756
ai certification cost,0.59383297,-0.40405947,0.07194175,0.1334289,-0.35269874,-0.09225443,-0.1541651,0.033651635,-0.13367549,0.097676985,-0.09811204,-0.08251116,-0.029313544,0.006601093,0.024381645,0.012911387,-0.018199956,-0.0001407118,-0.055517685,0.07572433,0.09372979,0.037844393,0.0947231,-0.03840873,0.07699406,0.07173509,0.012032832,0.043489568,0.12673672,0.08548958,0.008158875,0.07473547,-0.14233781,0.06457277,-0.15004277,0.008697792,0.26833186,-0.16156915,-0.12189036,-0.0755864,0.0561259,0.078958325,-0.03818076,0.017019067,0.020814719,-0.021771852,-0.06161918,0.029452654,-0.057827238,-0.0107889725
artificial intelligence bootcamp online,0.580299,-0.10101863,-0.16178471,-0.14201981,-0.012391455,0.3489847,0.022137582,0.357123,-0.015027646,0.19550882,0.058426857,0.30236015,-0.20175333,0.11057315,0.02118739,-0.034039456,-0.182624,-0.20864558,-0.13998353,0.032571193,-0.06913215,-0.05632185,-0.078698814,-0.016608022,0.04955724,0.11431186,-0.03511418,0.004088184,-0.021795249,0.06386745,-0.08987678,-0.03655921,-0.023443403,0.07659192,-0.03345846,0.019265695,-0.072763845,-0.007124862,-0.008116347,-0.018712157,-0.031481914,0.05865463,0.008602995,0.0002552852,-0.046431273,0.038698494,-0.03134386,0.0062426794,0.02400342,0.052753694
artificial intelligence specialist certification,0.7187055,-0.45110378,0.07372357,0.1559473,-0.2782454,0.015725005,0.20180106,0.028705362,0.0672867,-0.112393945,0.027549086,0.12692311,0.06974142,-0.0679719,-0.039942216,-0.04207258,0.05192795,0.051497806,-0.01334214,-0.08065855,-0.057701744,-0.02103762,0.038476594,-0.09253661,-0.055040594,0.059903495,-0.10316621,-0.0108624,0.013220497,-0.02514826,0.047064137,-0.043929804,0.0057028355,0.09528452,0.0057505732,-0.012930136,-0.025502205,-0.034218293,0.08562011,0.003361238,-0.021483956,-0.023279354,-0.016533662,-0.023137383,-0.04579934,-0.027056744,0.09596627,-0.01322687,-0.05859721,-0.0023152486
northeastern university artificial intelligence,0.72847974,-0.08289354,-0.03293242,0.0016086111,0.1653273,0.25700223,0.11939351,-0.033808906,-0.08392728,-0.17362717,0.053905994,-0.0038218433,-0.01784368,0.045539998,0.10281043,-0.118757054,-0.011326619,-0.13790983,0.124859765,0.17950119,-0.076180674,0.021634696,-0.070770696,-0.04146158,-0.08143394,-0.04491988,-0.028887067,-0.03867128,-0.20435207,-0.0070823436,0.012659978,0.20591976,-0.002804033,0.019945145,0.11202295,-0.13609254,0.19115628,0.051608935,0.058401268,0.029572355,0.07397767,-0.01664384,-0.05063079,-0.03994437,-0.117980696,-0.019700196,-0.0021132536,-0.015143443,0.09194013,-0.047154274
mit ai course,0.8202978,-0.09760557,0.051005732,0.27503014,0.39887685,-0.043759923,-0.070249654,-0.09482286,-0.048981752,0.08942089,-0.060282696,0.0047294484,0.045574736,-0.09329881,-0.027118273,-0.010475923,0.05889309,-0.004140928,-0.007715617,-0.0004373255,0.053918816,0.029850602,0.026788672,0.05897424,0.024382312,0.04957954,0.059910353,-0.0038527779,-0.017132163,0.03752953,0.0153148025,0.026967019,-0.029861545,-0.024582798,0.020920625,0.041498657,0.012350115,0.03536356,-0.027299475,-0.023878695,-0.021593139,0.016919054,0.03340188,-0.008552758,-0.02444279,0.05856103,0.030001365,-0.024899913,0.05669881,0.02796006
mit xpro ai,0.6781157,-0.11614959,0.23854682,0.19880202,0.29895598,0.031169038,-0.007755093,0.02531285,0.047514386,0.15255804,0.025573658,-0.0611045,0.1352128,-0.06286602,-0.22371891,0.15739718,-0.11898654,0.0946956,-0.07385393,0.32363564,0.114099555,0.09407914,-0.021995492,-0.12277492,0.079247825,-0.034852613,-0.099294335,-0.019733893,-0.048124783,0.0019002422,0.034519896,-0.00018369462,-0.04985687,-0.0141651295,0.07250414,-0.03154839,-0.022931017,-0.011399686,0.027479015,0.011741631,0.042403944,-0.019910073,0.056098968,0.014876252,-0.00971947,0.002260667,0.011231233,-0.008792332,-0.03851757,0.048765965
coursera generative ai,0.7964724,0.4147602,0.036756627,0.06662498,-0.13627003,-0.050517183,-0.053304974,-0.04385931,-0.14671005,0.042823993,-0.008574624,0.014845017,0.07861389,-0.14054902,-0.096637815,-0.015970323,-0.02130903,-0.116557226,0.06958213,0.04775309,-0.0035936572,0.046999913,-0.0051039993,-0.08632235,-0.02647154,0.027928578,-0.0032697006,-0.073548175,-0.1257758,0.03422687,0.018750275,-0.08136248,-0.03415681,0.017616712,-0.011742828,0.012899917,-0.034035504,0.02730663,-0.08000391,-0.02595765,0.041103385,0.058800716,-0.042603724,0.037977315,0.026201129,-0.09404677,-0.04836026,0.015871882,0.08986524,-0.040781233
introduction to generative ai,0.6850758,0.5491989,0.1984386,-0.0076546404,-0.13197681,0.10534556,0.17179476,-0.10088286,0.03373024,-0.016600907,-0.0030313146,0.0043716654,0.029650705,0.033959158,0.000108394044,0.06478839,-0.10107906,0.011619116,-0.15768103,0.006574738,-0.040017057,-0.0020173993,-0.091172345,0.084678724,0.0054408438,0.023139156,-0.03378105,-0.029815791,-0.0016470546,-0.006910612,0.094155766,0.0022305122,-0.01719526,0.06453735,0.008302928,-0.07373244,0.08496992,-0.06678633,-0.0042496016,-0.10050584,-0.05005675,-0.031728376,0.033179894,0.014995188,0.031228652,-0.054260843,-0.050821636,-0.067357816,0.045288574,-0.013419242
prompt engineering course,0.54406035,-0.009076013,-0.25240132,0.13941073,0.22816089,-0.37130082,0.1687299,0.46032006,0.17957138,-0.1600456,0.022525406,-0.13065223,-0.018529661,0.0792042,-0.19753173,0.05551024,0.098291606,-0.07605266,0.030103,0.01050875,-0.03968525,0.024070507,-0.1207485,0.06448888,-0.002869776,-0.0030225702,0.04320586,0.043265052,0.050932746,-0.00048115556,0.008835458,-0.008291177,0.056067377,0.03350448,0.037044343,-0.036895704,-0.015733905,-0.023309618,-0.05367982,-0.03948895,-0.0414894,0.034254506,-0.04163319,-0.029606076,0.011474518,-0.034026913,0.003914199,0.04689045,0.028379736,-0.020882662
stanford ai course,0.8814361,-0.047614094,-0.12656176,0.008454386,0.21300954,0.07205996,0.073826894,0.004143827,-0.24381365,-0.063519895,-0.094304405,-0.112564825,-0.17531163,-0.020898905,0.061721575,0.08240896,0.051972408,0.043705426,0.05147437,-0.010080936,0.017207447,0.0152697675,0.018907221,-0.040237647,0.01659001,0.017362412,0.030287163,0.028111828,-0.030819384,-0.0032122394,0.055447202,-0.0025713418,0.0032486848,-0.0023183688,-0.013873197,-0.012637199,0.001139968,-0.01826859,0.036821235,-0.03025667,-0.023292731,0.029817943,0.02103251,0.004930672,0.016509445,0.01302367,0.006386031,0.0011224276,0.009321763,0.015069805
large language model course,0.48246264,0.10104727,-0.3103577,0.04566054,0.1811387,-0.11737296,0.05476427,0.17425607,-0.090699136,-0.16293956,-0.19017017,0.12955147,0.1598408,0.024176031,0.22484529,-0.0569628,-0.123694934,0.16874504,0.20612827,0.06982049,0.10694813,-0.028486636,-0.08090876,-0.14309843,-0.047516435,0.28289378,-0.05884556,-0.20536584,0.25565186,-0.13108468,-0.15547895,0.041399423,-0.03878547,-0.13382477,0.022454312,-0.036463737,-0.04944184,-0.025987476,-0.03697588,-0.08027531,0.01071587,-0.024855675,-0.03580227,0.063907914,0.011607003,-0.0044789915,-0.02427518,-0.058751233,0.0039388295,-0.041825406
ai prompt engineering course,0.8448795,-0.076132566,-0.14198221,-0.079603024,0.097801656,-0.24983805,0.09014312,0.2582632,0.051306948,-0.02568443,0.035247914,-0.19927628,-0.05587738,0.05622856,-0.10243434,0.01989974,0.030634051,-0.053751457,-0.07319424,0.009235714,-0.0118490495,0.018904649,0.0020087725,0.03117366,0.04159758,0.01707313,0.06638234,-0.0012512311,0.0380505,-0.012444006,0.0024516461,0.005374994,0.09697844,0.063976675,0.006887402,0.046024706,0.021261783,-0.0022896545,-0.03503146,-0.02662289,0.049521305,-0.0049707154,-0.017483383,-0.022096708,-0.022380127,-0.044940233,-0.0130998995,0.045936134,0.024377106,-0.011074634
ai for business leaders,0.62845504,-0.06316586,0.41007522,-0.44475147,0.07781091,-0.040287238,-0.13159002,-0.1280117,0.04723031,-0.1858821,-0.11313235,0.13188808,0.030526653,0.045112405,0.026422389,0.08279809,0.05176367,-0.049069494,0.00022912606,-0.030565191,-0.022102326,0.005109419,0.07870696,0.09943656,0.051562473,0.063674025,-0.026610855,-0.054547478,0.0057395417,-0.11754969,-0.0061237975,-0.11087562,-0.030488476,0.05681289,0.051489774,-0.06960358,-0.0058372235,0.06872153,-0.0090021,-0.0065734773,0.13335124,0.09259708,0.06668694,-0.05399284,-0.018147882,-0.0639115,-0.007417679,-0.02902685,0.010274271,0.036659256
ai for product managers,0.61411387,-0.0059506027,0.37261164,-0.43443075,0.024442093,0.0012762765,-0.05361141,0.053954158,0.081505455,-0.02733299,-0.2725378,0.08105082,-0.084603325,-0.047079396,-0.18215193,-0.0326726,-0.08534098,0.018644573,0.11608597,-0.0734353,-0.19808055,0.061482668,0.014600167,-0.007141759,0.020514706,-0.06122774,-0.011512974,-0.06659169,-0.057715166,-0.0034196062,-0.060425963,0.13747776,0.009455206,-0.055725843,0.03261038,0.12457108,0.05449853,-0.10775711,-0.020598244,0.015255784,0.038674805,-0.07675288,-0.00991154,-0.035129897,0.034127563,-0.006267285,-0.026988337,-0.056181952,-0.03138756,0.052909195
online AI and ML courses,0.78908557,-0.10009057,-0.33169118,-0.08561866,-0.040801942,0.1614387,-0.34701893,-0.006531037,0.0723491,0.07143703,-0.06916141,0.04637111,-0.06794014,-0.045306824,0.01565305,0.06544358,0.10036164,0.08162281,0.012104548,0.0250297,0.034197375,0.0018747434,-0.09507969,0.06584425,0.02513434,0.019216292,0.03970482,-0.016219173,-0.0122808935,-0.04953393,-0.024568656,0.023981016,-0.07757144,0.07515034,-0.014706375,-0.079833664,0.013344279,0.046055492,-0.03609392,0.058406185,-0.030291725,-0.03491625,-0.04810859,-0.031078292,0.010521359,-0.007425466,0.01814335,0.034249865,-0.0037523394,-0.047638904
harvard ai course,0.83188486,-0.13410538,-0.073003456,0.10257661,0.23800342,-0.019011626,-0.035039045,-0.114626996,-0.13898598,-0.058891583,0.02827081,-0.07781911,-0.13814756,0.0026132185,0.062821835,0.07232442,0.032726474,-0.12505011,0.07849173,0.06879188,-0.13036025,0.11738472,-0.04226143,0.06805571,-0.084051006,0.037311178,0.039102998,0.046171796,0.025677968,0.050276518,-0.08241845,0.07153322,-0.09446857,0.04991026,0.110227965,-0.028610813,-0.04678411,-0.012899844,-0.00828411,-0.010426505,-0.057194702,0.012948985,0.043644644,0.06629633,0.08865648,0.0036404137,0.08583641,0.0043644067,0.009248884,0.028986715
designing and building ai products and services,0.598931,-0.11001411,0.3777997,-0.3833887,-0.06677805,0.03755532,-0.020801697,0.15730669,0.113055125,0.22352156,-0.26882365,-0.22350705,0.0370799,0.084179364,0.013636789,-0.17682666,-0.029888276,0.09629848,0.03480463,-0.031893257,-0.08411356,-0.017595569,-0.055615872,-0.034221366,-0.16425993,0.013328869,0.03618537,0.0055626608,-0.010573658,0.04148543,-0.031382773,-0.06844196,-0.03323752,0.010791611,-0.029797945,0.020606399,0.004482052,0.09580887,-0.015306107,-0.023818616,-0.07336171,0.0128982775,0.031985294,0.009567272,-0.0015018138,-0.027895745,0.018449366,0.016100466,0.05022718,-0.019636922
upskill in ai,0.48169917,-0.042677082,0.2146295,-0.24541868,0.023392633,0.05162975,0.07083419,-0.13816892,-0.35449204,0.22487523,0.40170133,-0.029274631,-0.004985394,0.10205037,-0.2728333,-0.074481785,0.018369028,0.12647057,0.22171596,-0.18048488,0.02170982,0.04769623,-0.13015549,0.054995228,0.10732733,0.017308496,-0.086972505,0.091678776,0.13759936,0.005631633,0.0011292339,-0.024043085,0.03653431,0.034830615,0.005917626,-0.03442521,0.06878304,0.092751466,0.0060210465,-0.065244235,0.022421364,-0.01376264,-0.022907214,0.04537655,-0.062576406,0.032629404,0.017738413,-0.054272115,-0.009090993,-0.050451454
mba in ai,0.6994967,-0.19975875,0.13428624,-0.07811893,0.115157954,-0.14427629,-0.17890759,-0.12764058,0.079781346,-0.013507576,0.05201487,0.16755459,-0.19214226,-0.11441854,0.013900374,0.028390218,-0.17093718,-0.07640948,0.122257695,0.05154901,0.04739481,0.19115911,-0.124132656,0.022584083,-0.030722527,0.11384621,0.19240454,-0.011081624,0.034186598,-0.0512049,0.14875315,-0.00087214314,0.07895774,-0.024934212,-0.091062255,0.053683456,-0.022103976,-0.011816886,0.08672876,0.055571068,-0.04812902,-0.08536379,0.06104544,0.046903137,-0.02923166,-0.04369343,-0.08850878,0.1121194,-0.102361254,-0.11476814
artificial intelligence certification mit,0.7673344,-0.39443251,0.18020853,0.3425265,-0.027714118,0.07360098,0.119349815,0.03490432,0.02395671,-0.014363613,-0.03966638,0.15559156,-0.0022642585,0.033335812,-0.0016312882,-0.12605375,0.07719506,0.0012940007,-0.0345277,-0.0178745,-0.051237747,-0.012514638,0.075607486,0.0074966527,0.055302914,0.048016127,0.042510875,0.00073387026,0.030244563,-0.044803027,0.0010886407,0.029291457,0.014698013,0.065305054,0.012872532,-0.00076646975,0.020300983,0.02378592,0.005664727,-0.008931534,-0.028949583,-0.02333919,0.0053344895,0.0065942677,-0.018954461,0.05850571,0.029906277,-0.00463025,-0.011085578,-0.040125363
no code ai and machine learning building data science solutions,0.5144582,-0.16360717,0.064479195,-0.17980802,-0.13077086,0.14591447,0.17255238,0.15669502,0.1371348,0.13350102,0.066002324,-0.032557596,-0.0076820944,-0.072421126,0.15587072,-0.07919269,0.16335833,0.04849404,0.26763457,0.34097737,0.09573732,-0.09225854,0.11747735,0.3875545,-0.06098049,-0.014106127,-0.074266255,-0.049756095,-0.08279262,0.09704488,-0.058635335,-0.076129235,0.0857634,0.062795565,-0.069255054,0.09493551,0.012138816,-0.046142258,0.084868684,-0.13663054,0.05511471,0.007749126,0.011059293,0.06646638,0.017887063,0.05830189,-0.015230442,0.004206196,-0.0192766,-0.013626722
MIT artificial intelligence course,0.8419308,-0.17236824,-0.07355196,0.2546685,0.31473565,0.08907796,0.10329409,-0.10077131,0.085068695,0.021213526,-0.023328954,0.00078734575,-0.027088871,-0.0143625075,0.00848758,-0.1715549,0.016461112,-0.05417264,-0.031273656,-0.039715245,-0.0070391647,-0.029939018,0.03322541,0.027382731,0.053998403,0.016227826,0.016425975,0.0328844,0.050864555,0.0064242193,-0.021380685,-0.028410126,-0.03017051,0.025164017,-0.010508533,0.0022627611,0.03167247,-0.02560952,-0.02810804,-0.032759137,0.016220994,0.01566762,-0.0009496727,-0.017047899,-0.027211409,0.008061032,0.012141937,0.022221418,-0.001965428,-0.016357737
udacity ai course,0.7479958,-0.053180937,-0.06518276,-0.048337907,0.012457474,-0.07862198,0.026524652,-0.016556371,-0.1462949,0.07870773,-0.038988158,-0.11884804,0.24353912,-0.10236023,0.054786514,0.013089753,0.16269265,-0.057786707,0.059256826,0.0057700514,-0.109781064,0.047280636,-0.08993872,-0.04500072,0.10101106,0.18434887,-0.029390564,0.08425464,-0.060028795,0.21782297,-0.102089524,0.070457645,0.15350106,0.049349483,-0.08483209,-0.10719897,-0.018427089,0.061888516,0.032074947,0.18628724,0.0585849,0.022604747,0.0070802323,0.038521063,0.0908772,-0.008117167,-0.08424527,-0.13412537,-0.087385096,0.010813101
ai graphic design course,0.7805159,-0.04001169,-0.19739859,-0.048185486,-0.008260628,-0.17559285,-0.04030338,0.00821983,0.11651109,0.11528386,0.06313683,-0.11554603,-0.046070643,-0.07301067,0.021672688,-0.09158879,-0.11506241,-0.0066426387,0.012448749,-0.04047481,-0.08620394,0.04576505,0.109014094,-0.012619472,-0.06962008,0.006820987,-0.011900791,0.13781732,9.100791e-05,0.012845146,0.13506722,-0.045501664,0.010325162,-0.07904815,0.009772228,-0.1642542,-0.14643194,-0.16853227,-0.1290989,0.006408185,0.1299674,-0.007527144,-0.059713952,-0.07092281,0.016613185,0.16821697,0.013805852,-0.07065334,0.044916876,-0.11111377
ai executive education,0.6970475,-0.19925061,0.1735447,-0.26034,0.04556643,-0.22764656,-0.15998341,-0.06591462,-0.06907818,-0.19344135,0.3123696,0.0038636345,-0.090954006,0.110166006,0.07589317,-0.13509399,0.057818264,0.13306215,-0.15470386,0.15250991,-0.009275709,-0.016101629,0.02247002,-0.07055173,-0.041442398,0.019547693,0.021259863,0.019800564,0.017313238,0.076787084,-0.053105544,-0.0806895,0.012888591,-0.052206766,-0.010732018,0.037320748,0.0016224926,-0.009003997,-0.01335756,0.021366945,-0.068774365,-0.027466621,-0.019851185,-0.063889146,0.007737067,-0.0073217326,-0.0027744095,0.02299518,0.009786052,0.011251329
ai for executives,0.6621282,-0.096725136,0.42114925,-0.4598856,0.08437218,-0.05933819,-0.05405408,-0.090008974,-0.03451708,-0.20759876,0.14640494,0.12020825,0.0075747045,0.04443959,-0.029375054,0.02007747,0.07325853,0.041318323,-0.09088382,0.07094178,-0.085317016,-0.019397477,0.0077245953,0.012147974,-0.03142168,0.020890575,-0.0013051279,0.000526379,-0.036678236,-0.015978506,-8.359554e-05,0.044538416,-0.061135773,-0.050514013,-0.026648665,0.0010730851,-0.05781931,0.013868041,-0.0008897448,-0.039506488,0.042100053,0.043295354,-0.020681629,0.040181562,-0.015336396,0.027452113,-0.04689426,-0.01498121,-0.059130907,0.017315721
ai transformation course,0.8206877,0.038438786,-0.028458089,-0.03284391,0.05008913,-0.099594794,-0.015205616,-0.026714478,0.049231865,0.06760593,0.101809,-0.17868182,0.10026668,-0.09482771,0.21822888,0.11987593,-9.819809e-05,-0.06787995,0.078092925,-0.040156595,-0.1711722,-0.14097413,0.04612536,-0.097059,0.103885315,0.09274933,-0.003995761,0.059178565,0.00329762,-0.010765207,-0.00771957,0.008607233,-0.028836198,-0.04689651,0.050873272,-0.044724878,0.04673639,0.072003484,0.05162838,-0.16359352,-0.058252938,-0.08239898,0.06949657,-0.102907546,-0.095783554,-0.0049859835,-0.018548364,0.01650969,-0.042307973,0.039595127
ai innovation course,0.85586965,-0.16783,-0.07806833,-0.14542146,0.07778214,-0.16237432,-0.10299983,-0.001237467,0.10973896,0.03559857,-0.053541273,-0.19237968,-0.09408796,-0.039293703,0.058920484,-0.06566118,0.110684656,-0.093267456,-0.021396693,-0.011817831,-0.007418243,0.07171344,0.02165634,-0.016209064,0.04778126,-0.032221723,-0.124840796,-0.013444269,0.08496398,0.117750056,0.06253296,0.05724482,-0.007012087,-0.07190867,0.0349458,0.0105960285,0.06193582,-0.011344763,-0.019120004,-0.03162687,0.01501905,0.017266238,0.024987372,-0.026136186,0.05092205,-0.07859849,0.01728359,-0.0012927254,-0.005459127,-0.005852957
ai course for business leaders,0.8204496,-0.13251382,0.0337783,-0.2754529,0.11188733,-0.19134982,-0.15877089,-0.10713949,0.07130136,-0.1524569,-0.13326177,0.055596203,0.0010632197,0.005145722,0.01433477,-0.0036642405,-0.009191028,-0.059221882,0.031296954,-0.024682082,0.013780206,0.006636424,0.101382114,0.09255585,0.10331942,0.08213637,-0.06443378,0.023684992,0.057406522,-0.04291508,0.0112560475,-0.10397507,0.0076537267,0.08157751,-0.0061276653,-0.059716877,-0.0047669103,0.024418335,0.012048916,0.004224809,0.044014513,0.069074064,0.0567009,-0.07992441,-0.0063016606,-0.051316068,0.018840166,-0.019805865,0.0527253,0.031059455
