Keyword,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29,bert_30,bert_31,bert_32,bert_33,bert_34,bert_35,bert_36,bert_37,bert_38,bert_39,bert_40,bert_41,bert_42,bert_43,bert_44,bert_45,bert_46,bert_47,bert_48,bert_49
generative ai crash course,0.75626457,0.43584475,0.043337826,-0.005920311,-0.09447583,-0.020887274,0.08408319,0.028819133,-0.11787814,0.07957335,0.088264644,0.047189485,-0.016991049,0.05307612,-0.03731316,-0.037042703,0.03226306,0.009181581,0.11238259,-0.025229454,0.08150395,0.0492994,-0.028672494,-0.011692153,-0.02686286,0.057664476,-0.10497355,-0.031129219,0.1222391,-0.024458142,0.0491226,0.007211601,-0.04361283,0.12176786,0.054128125,0.03883656,0.007662435,-0.1047446,0.07770492,0.13173948,0.0113409925,-0.042460043,-0.04259425,-0.1039243,0.063198924,0.007993552,-0.1204049,0.08748953,0.111138426,0.12509786
generative ai for business with msft azure openai program,0.58205205,0.19478554,0.31418025,-0.23181339,-0.21063723,0.12147414,-0.11920697,0.07675431,0.070026755,0.013000951,-0.13169834,0.07574484,0.002459732,0.112245575,0.15855934,-0.06019602,-0.11011045,-0.13332093,0.10024804,0.04115849,0.2560434,0.011058298,0.030343583,-0.062443767,0.057536475,0.046602067,0.12011335,0.17667834,0.05327125,0.076217264,0.037676282,-0.05859806,0.2395495,-0.032722026,0.16445073,-0.054253995,0.060573664,0.038269296,-0.04664841,0.010148935,0.019834738,-0.050492384,-0.13833873,0.013122339,-0.0312503,-0.035597153,0.08992077,-0.0073010204,-0.05733562,0.1163269
mit applied generative ai,0.70649725,0.4545946,0.39060596,0.24661927,0.043608423,0.10377633,-0.018334394,-0.06373626,0.021696419,0.10039657,0.047657005,0.04398957,-0.033829372,-0.047090083,-0.009684382,-0.023902683,0.020193389,0.014324807,0.00038812592,0.029667446,0.018699285,0.012468465,-0.013322657,-0.03703394,0.050476946,-0.021591604,0.12745337,-0.06266959,-0.014957775,0.0034010888,0.008803649,-0.0014407978,0.010930366,0.022588352,-0.021828167,0.0019686238,-0.031295285,0.0012360697,-0.043916903,-0.0046423003,0.04848069,-0.02649719,-0.05148641,-0.013278404,0.067765154,-0.0316765,-0.027650164,-0.00034223835,0.00039652217,-0.040357336
gen ai courses,0.8550901,0.040905442,-0.111603096,-0.02193311,-0.049048048,-0.12690508,0.06745286,0.025479667,0.032984525,0.089061625,0.12927452,-0.057460852,0.02855425,-0.03916388,0.15492314,-0.013496505,-0.0071963887,-0.06524852,-0.003386781,0.08280372,-0.016382933,0.043782745,-0.10439837,-0.046093237,-0.016191632,-0.044970527,-0.0059025073,0.10067268,0.027643485,-0.1724704,0.023541035,0.015330542,-0.021090444,-0.05156946,-0.009148438,0.16802819,0.041646212,-0.059235685,0.08510994,0.12563877,0.008776037,0.1719375,-0.025708305,0.018365575,-0.035868205,-0.06855619,0.08278071,-0.03576845,0.00070196943,-0.018587327
generative ai certification,0.7956051,0.12702349,0.23486643,0.24274226,-0.43104813,-0.068050645,0.036161333,0.0940725,-0.04299836,-0.012336825,0.0015391897,0.079278015,0.013616556,0.004134132,-0.04708022,-0.014834671,0.086809,0.019049281,0.0073646107,0.028960442,-0.023385251,0.040910296,0.0066635427,-0.034950677,0.016207946,0.0041261516,0.047371756,0.0018637575,-0.0074677994,0.011465361,0.033250917,0.036110394,0.0055592023,-0.010862169,0.057275496,-0.004263346,-0.033125777,-0.007209016,0.023928814,-0.0008861764,-0.026174154,0.019054106,-0.019075383,0.011870569,0.013938022,0.01894002,-0.005567009,0.0116739785,-0.008381913,-0.01890623
stanford ai certificate,0.68390536,-0.3397643,0.10287197,0.34680668,-0.08073627,0.11131618,-0.041481458,0.06758286,-0.26740098,-0.16672033,-0.14234972,-0.17682835,-0.22522017,0.05200683,0.053343248,0.08589628,-0.043190595,0.011479959,0.04175956,-0.019316347,0.05174869,0.05093395,-0.053718247,-0.041536026,0.054562427,-0.09097439,-0.011878607,0.041618645,-0.0069128936,-0.02218961,0.003152107,-0.09156677,0.00073102425,-0.017959142,-0.05885611,0.011560234,-0.029322004,-0.012185595,0.012576016,-0.04545594,0.002579559,-0.0039862604,0.02870651,-0.032169186,0.0041013784,-0.0014546476,-0.02208275,-0.02400795,-0.008968749,-0.0061985445
harvard ai certificate,0.61224145,-0.3635735,0.17627268,0.35981768,-0.040779844,0.026958784,-0.111128815,-0.06346226,-0.15989777,-0.15608472,0.008030576,-0.1208547,-0.17083456,0.081645876,0.061075628,0.05640154,-0.11265158,-0.1367943,-0.00604178,0.042683333,-0.15719515,0.13468887,-0.07189962,0.151426,-0.023833148,-0.037924837,-0.022121161,0.040040564,0.07737467,0.025852868,-0.18364432,0.01921376,-0.10832625,0.052910447,0.1096093,-3.0807132e-05,-0.057625107,0.019723529,-0.040942315,0.020659972,0.017192053,-0.057286017,0.04743013,0.06643755,0.092072524,-0.027929306,0.06595476,-0.007855669,-0.030327152,-0.0073209037
stanford ai professional program,0.80330426,-0.08644916,0.06349069,-0.048579447,0.15710182,0.17294893,0.054158475,0.11521216,-0.2768717,-0.11887789,-0.026462844,-0.11847413,-0.19710484,0.05541269,0.15703739,0.09394655,-0.09732449,0.16370791,0.042972647,-0.0425015,0.019249236,-0.030530281,0.044205774,-0.06013642,-0.020652497,-0.06384878,0.0024499304,-0.0069561847,-0.036138028,0.023077397,0.120481074,0.040805362,0.018447746,0.0077362126,0.039026115,6.767612e-05,-0.03717936,-0.06498674,0.0074912608,-0.0093832025,0.024602665,0.054006487,-0.00050014653,-0.0075709354,-0.0037004438,-0.087512635,0.0039974516,-0.002466131,-0.027919425,-0.0017296167
learning chatgpt,0.31063217,0.16612132,-0.20200168,-0.07596902,0.101996474,0.05537508,0.11053448,0.2536736,0.06283222,-0.14280632,-0.016771218,0.19830923,0.3627071,0.010848343,0.31425297,0.02803747,-0.033248253,0.27982286,-0.04892408,-0.138889,-0.024918517,0.51110196,-0.02957798,0.034573525,0.13425499,-0.10302972,-0.052712336,0.08023763,-0.117953956,0.07185952,-0.071065366,-0.03228864,-0.0099514,0.039459586,-0.041096687,0.039586704,-0.005236978,0.018679587,-0.027664151,-0.052290633,-0.023722263,0.024614776,-0.01783486,-0.029595882,-0.025570272,0.03365133,-0.01000468,0.047007725,0.029217996,0.0004297171
mit xpro designing and building ai products and services,0.6485688,-0.13829684,0.41032186,-0.13440064,0.12716465,0.03664002,-0.051758777,0.20155899,0.22415373,0.24276344,-0.19565198,-0.1880178,0.024442652,0.04999216,-0.1438155,-0.08114849,-0.12306931,0.15715708,-0.009349936,0.17459561,0.029564787,0.0027804584,-0.020296311,-0.10072018,-0.017798563,-0.005430581,-0.059157096,0.015495071,-0.013365866,-0.009417973,0.007895165,-0.043006916,-0.04178181,0.039252874,0.000509075,-0.016748803,-0.017291367,0.031115977,-0.00011800219,0.018789984,-0.03678638,0.003994944,0.021813449,0.011586865,-0.017171245,0.031644493,0.04592641,0.00549128,-0.027967857,-0.017573973
ai class,0.7977755,-0.01084404,0.028645292,-0.1578579,0.083463624,-0.053391967,0.029373983,-0.0525417,-0.23065485,0.13545994,0.028807923,-0.029751807,0.15597965,-0.21561024,0.014946435,0.07663203,0.019229535,-0.065837115,-0.030427707,-0.024932332,-0.10418909,-0.014024696,-0.12779136,-0.011410441,-0.05581412,-0.17485608,0.011541143,-0.17189425,0.114532925,0.06716505,-0.046078518,-0.11050101,0.1126692,0.021329163,0.0040708603,-0.06332369,-0.007951601,-0.13611928,0.035998892,-0.0053596175,-0.014099107,0.0076540085,-0.026238438,-0.040970046,-0.044000685,-0.012536908,0.05050209,0.016767828,-0.017858284,0.0043669585
mit ai certificate,0.6749658,-0.3564585,0.27992553,0.47929496,0.025400396,-0.002972654,-0.14242192,-0.04297817,-0.05924123,0.005734279,-0.079930514,-0.060218982,0.0029597976,0.014260623,0.005344951,-0.015096494,-0.09953956,-0.035939846,-0.09534272,-0.051940463,0.051443234,0.016944092,-0.0055629653,0.12604745,0.057086505,-0.023605518,-0.01672374,-0.009617994,0.027611457,-0.049544603,-0.06992591,-0.028390102,0.020872524,-0.03229178,-0.009077451,0.054369137,0.029263832,0.069624074,-0.027180545,-0.017218055,0.018756665,-0.04548569,-0.00892889,-0.020996634,-0.03809586,0.019350732,-0.0132777,-0.028898139,0.01622779,-0.015039064
mit ai courses,0.87763125,-0.12379084,-0.06652024,0.17281124,0.2648392,-0.09115772,-0.095172,-0.136046,0.03618031,0.108647436,-0.055500895,0.04063014,-0.059934326,-0.0220995,0.0620354,-0.09260514,0.016457446,0.059879985,-0.047109824,-0.036084145,0.06741953,-0.030524487,-0.032206938,0.031682532,0.04511625,-0.02036426,0.044486094,-0.0013017089,-0.03186485,-0.08404889,-0.0032441479,0.055814087,0.029606309,0.02704748,0.023399109,0.037490793,0.007203353,0.021438768,-0.027450126,-0.037924044,0.03428436,-0.01289134,0.0011367382,0.007571543,0.0032086694,0.022796698,-0.00040399376,-0.016316518,0.01979805,0.020008741
mit ai program,0.82930547,-0.11363408,0.21725662,0.028180845,0.2978775,0.1362513,0.051693436,0.054799046,-0.11802964,0.10289372,0.047484417,-0.018613065,0.011625663,-0.035843395,0.11416199,-0.08540339,-0.07963703,0.047258113,-0.06700006,-0.029883072,0.059971776,0.01005731,0.108596705,0.10603136,0.022996021,-0.018962407,0.115088865,-0.06506243,-0.020723874,-0.029396657,0.07711944,0.0940006,0.0041634776,-0.021331843,0.076789044,-0.039006293,-0.010751282,-0.013075825,-0.027855655,0.016470613,0.018160209,0.03875358,-0.0008314436,-0.0101164915,0.00017062925,-0.049824502,-0.0058627757,0.0032275016,-0.025557173,-0.005848939
ai certificate programs,0.7401628,-0.3959907,0.12532169,0.13379028,-0.25052187,-0.019445272,-0.030122729,0.1366706,-0.113963336,-0.035707347,-0.0031283852,-0.12832145,0.087753505,0.08397106,0.062159617,-0.03160224,-0.16691801,-0.03639274,-0.00051365636,-0.030066676,0.11168051,-0.00091241766,0.062005624,0.13528675,0.004766324,-0.0557621,-0.0070006847,-0.017936101,-0.09016111,-0.10100322,-0.053351276,0.043857075,-0.022252083,-0.07729626,-0.006316785,-0.03298598,-0.07350344,0.0056581367,0.08829728,-0.01743892,-0.034022823,-0.00056702265,-0.016797587,-0.08204855,0.053342186,-0.022618312,-0.05058137,0.017345278,-0.013249774,0.040681876
learn prompt engineering,0.5132051,0.03280512,-0.13566509,0.013687683,0.17512372,-0.31135938,0.19259493,0.5734259,0.13059765,-0.17665473,0.084636375,-0.1674503,0.042463697,0.17468187,-0.14465784,0.068112135,0.11220091,0.031517114,-0.06941279,-0.004672972,0.0050133243,-0.00919795,-0.0727361,0.08355893,0.04137787,0.05134317,0.16128372,-0.015601035,0.017896893,-0.008776731,-0.021619601,0.0024508098,0.04303642,2.3846094e-05,0.069169834,0.05189888,0.025841681,-0.013770754,0.005774026,0.021490242,0.06600013,-0.018131059,0.00045088024,0.007311401,-0.002905438,-0.0227541,-0.046583705,-0.0066103456,-0.033815406,-0.022300135
ai online courses,0.8408795,-0.120967254,-0.3426569,-0.10570238,-0.024310641,0.10161851,-0.32388628,0.011910399,0.045084763,0.09361558,0.014792077,-0.033215918,0.04279431,-0.008874589,-0.020464538,0.0012526554,0.058458984,0.027212426,-0.057515636,-0.025384977,0.026473854,0.0006070077,-0.0068876604,0.0022936144,-0.0057575083,-0.014293341,0.0024601147,0.0136626335,-0.015327257,-0.048430957,-0.008027137,0.028116623,0.01701106,-0.005692037,0.011367791,0.0011165815,-0.010599957,0.0025738233,-0.004351193,-0.030737273,0.0031619568,-0.013840691,-0.0030312205,0.029902492,-0.000833215,0.020421663,-0.04364993,-0.017734759,0.023626389,0.026938774
mit generative ai,0.69485277,0.4606888,0.39690834,0.2599245,0.076619305,0.09123281,-0.019094555,-0.08329517,-0.028653136,0.09346472,0.03932146,0.07578221,-0.013572865,-0.027571669,-0.045032956,-0.021165632,0.06546076,0.025130184,-0.0559594,0.0041128322,0.020222029,-0.022531727,0.0043725157,-0.008704828,-0.004649901,-0.008997978,0.08367656,-0.0640946,-0.027568473,0.00298002,-0.01638974,-0.029256571,-0.0011775328,0.031057153,-0.033331715,0.03813748,-0.04426663,0.022188412,-0.032626964,-0.0013762917,0.056352403,0.008835408,-0.050573684,0.0031036832,0.034472596,-0.040634517,-0.0056962594,-0.0061076423,0.011100239,-0.00015161168
online ai training courses,0.7848303,-0.12672414,-0.37861216,-0.09095988,-0.08927521,0.099974856,-0.3450657,0.089931294,0.026780613,0.13956964,0.021325437,0.048294604,-0.0032968945,-0.025420137,0.0037700823,-0.007887999,0.053603254,0.06077514,-0.1033793,-0.033031255,0.04966677,-0.047183227,0.00013247285,-0.021829052,0.010473161,-0.06532832,0.010638763,0.031386495,-0.0019612338,-0.010237107,-0.04240873,0.0024843605,-0.006920212,-0.017082714,0.029946053,0.01594929,0.03164083,0.01811967,0.03361352,-0.03674703,0.053293236,-0.007407134,0.015521806,0.05009321,0.035585422,-0.010906425,-0.021288618,-0.012009011,0.051787116,0.031727985
best ai courses,0.88336223,-0.11137494,-0.24471563,-0.06783978,-0.013692305,-0.15098988,-0.010528344,-0.16098455,-0.0071510733,0.17145273,0.0020664996,0.05292353,0.00027912686,0.13834596,0.05394242,0.0922407,-0.0220041,-0.0025329073,0.054743014,0.009584146,0.030626927,0.0029804618,0.025404714,-0.03984077,-0.034643408,-0.06995355,0.026500707,0.012669826,-0.0542419,-0.04430189,-0.0045912284,0.006098296,0.041621935,-0.020474136,0.021511016,0.03355954,-0.00425236,-0.00746649,-0.062009547,-0.009849585,0.0117498,-0.024196722,0.030219289,0.014771459,0.035920255,0.015157024,-0.017817218,-0.019240068,0.008149952,0.019806374
mit professional education applied generative ai for digital transformation,0.6134673,0.20963946,0.29146567,0.19083045,-0.09964074,-0.026554337,-0.1811307,0.077495664,0.29025966,-0.044560734,0.32531074,-0.13865338,0.068237334,-0.0805251,0.12682752,0.0773417,-0.08141533,0.031820748,0.15019754,-0.062261034,-0.13724704,-0.15202011,0.05433895,-0.09463113,0.093644485,-0.042607136,0.05576046,-0.009740577,-0.010131053,0.10104329,-0.010109147,0.019631417,-0.08408491,0.05656191,-0.011911463,-0.076971,-0.035791416,-0.0140740955,-0.02801851,-0.0379059,-0.007280079,-0.099988006,0.002937617,0.052600086,0.010094408,0.042151447,-0.053003024,0.1106667,0.020242628,0.040862963
applied gen ai for digital transformation mit,0.55845445,0.045328777,0.3760754,0.0854623,-0.025460694,0.09518091,0.016694393,0.10243186,0.32233208,0.14278218,0.27044833,-0.14387889,0.10122283,-0.07398725,0.23743801,0.12921321,-0.03488459,-0.07577505,0.15412395,0.058715392,-0.19136153,-0.05532815,0.015387548,-0.08163223,0.2289907,-0.04486624,0.1324889,0.0479284,0.06392698,-0.14816107,-0.01810581,0.016949985,-0.07365655,0.00039139882,-0.046727765,0.068726406,0.0034087538,-0.0018123648,0.031297658,0.043590497,-0.011554744,0.07347372,-0.057988323,0.006954894,0.003585113,-0.00929041,0.016211007,-0.05132766,0.029216431,0.014921162
best prompting courses,0.5153655,0.0027450693,-0.39154193,0.045529585,0.1423766,-0.39133495,-0.015296821,0.21584058,-0.01826333,-0.13086338,-0.039576374,0.09342981,0.15286559,0.3207321,-0.078329004,-0.006728234,0.0694423,-0.12381338,0.07938292,-0.07345748,0.00439477,-0.07327769,-0.14768952,0.058063783,0.024394725,-0.057438906,0.110548615,-0.08846723,-0.12915085,0.004038313,0.11159196,-0.09700297,-0.16766067,-0.0042715482,-0.088743635,-0.064212896,0.029301427,-0.004969757,0.03489446,-0.029986333,0.099920146,-0.07457718,-0.021504445,0.026210038,-0.0013176283,-0.0085943965,0.08928159,-0.03174301,-0.05062534,0.047365952
mit,0.4641208,-0.11718657,0.18650019,0.5096569,0.5704922,0.013022351,-0.077064574,-0.01697592,0.030591387,0.051453687,0.0035198138,0.21503524,0.07773784,0.0831657,-0.0061829556,-0.020243483,0.02282122,-0.014452009,0.06699551,-0.04010711,-0.0667635,-0.023238746,-0.01327749,0.018224845,-0.13579062,0.019195141,0.03977462,0.08306203,-0.0063193915,0.022677168,0.03256896,0.026361953,0.049036138,-0.0866568,-0.009510249,-0.02369954,0.044150367,0.025622712,0.03841075,-0.071517475,-0.08327129,0.030116968,0.031458475,-0.022938,0.089977644,0.00864814,-0.0033086564,-0.009618959,0.006175654,0.04315723
mitx,0.28559962,0.0022145796,0.329844,0.41440636,0.47499427,0.0009078801,-0.0113068735,0.04197853,-0.044417314,0.21245006,-0.07151279,0.22995375,0.1545117,0.14079173,-0.09655033,0.081600845,0.035778787,0.00032866685,-0.008302014,-0.035353675,-0.09863276,-0.048774637,0.16154456,-0.025861543,-0.17777339,-0.02654289,-0.07224228,0.23989207,-0.019987207,-0.08120335,-0.15043037,-0.046078872,0.0006433325,-0.03532964,-0.117618166,-0.09326744,0.03645742,-0.09665794,0.09652416,0.028885633,0.048472036,-0.04586708,-0.067133464,0.011821611,-0.009990719,-0.1165286,-0.067237265,0.054126892,-0.028574565,-0.040827066
google's introduction to generative ai,0.67476594,0.4879995,0.17733529,-0.0077376175,-0.110115245,0.17164554,0.10460129,-0.04860689,0.10228789,-0.04408699,0.020846575,-0.05121815,-0.044865333,0.039191667,0.0872162,0.018232306,-0.02203025,0.058429323,-0.1739422,0.05101968,-0.09339796,0.07531823,-0.11351175,0.17263193,-0.08367232,-0.0021433989,-0.026502296,0.072805084,0.10223474,-0.0728805,0.101934105,-0.052566107,-0.02093146,-0.066900186,-0.054976624,-0.059073683,0.08798182,-0.018902782,-0.009429033,0.04589852,-0.02353333,-0.08130518,-0.008886591,0.1230412,-0.021619651,0.024084749,0.014825719,-0.050609607,0.04383853,0.087043196
designing ai products and services,0.61257035,-0.10427525,0.36974162,-0.3796841,-0.0562294,0.045643855,-0.010788049,0.14100091,0.112564854,0.2301723,-0.27968705,-0.20844415,0.04632425,0.068590656,0.0047712508,-0.16961592,-0.032030884,0.09023631,0.029310625,-0.061099596,-0.10334956,-0.041485768,-0.07758184,-0.07182112,-0.14552753,0.003388609,0.067307904,0.014828621,-0.02530812,0.05092739,-0.03579551,-0.049744245,-0.031235017,-0.017545115,-0.013034908,0.019732356,0.01390996,0.07162898,-0.016134888,0.011261466,-0.05333178,0.032012865,0.016459528,-0.00708099,0.011264257,-0.013146945,0.0077595925,0.027491806,0.031495385,-0.026145605
best generative AI course,0.8700742,0.41388473,-0.06806724,0.03228437,-0.08148937,-0.08786502,0.063969836,-0.0640066,-0.021540962,0.0010229808,-0.0072940635,0.022702849,0.03762715,0.10178626,-0.03719349,0.080929734,-0.06426344,-0.01706683,0.04489206,0.020777708,-0.029376222,-0.0024597666,0.082786776,0.021656914,-0.023795402,0.005175827,0.0141321765,-0.010879175,-0.0007963285,0.042895604,-0.003399102,0.012690433,0.0135185635,0.00034013012,-0.0014659854,0.017197836,0.013510279,0.01678376,-0.008235828,0.009754888,-0.034815554,-0.015094379,0.0154351285,-0.00089562143,-0.012108922,0.01748548,0.021156149,-0.0076432815,-0.004970063,-0.03078938
mit professional development,0.38444334,-0.2102881,0.20118962,0.41799694,0.39664644,-0.15480648,-0.14994197,0.13315538,0.18041219,-0.13711987,0.10794093,0.11277044,0.036023345,0.027101316,0.1202082,-0.013735125,-0.08802259,0.2367928,0.056361992,-0.17324786,0.015396168,-0.21189314,-0.04999725,0.07639117,-0.113691784,0.037491255,-0.12192597,-0.05136534,-0.03394383,0.09701978,0.15563385,0.06917912,0.0077565676,0.07766379,0.06459138,0.08470128,0.039974537,-0.010781984,-0.045073446,0.11253931,-0.022848135,0.11877359,0.009740562,0.036196887,0.006978108,0.04366995,-0.03900516,-0.03452104,-0.027854599,0.04085968
generative ai fundamentals,0.7121208,0.4679478,0.25661993,-0.0059979265,-0.13559921,0.11691161,0.12028493,-0.065529324,-0.01997341,0.004124213,0.046824843,-0.062205084,-0.04747653,0.020302584,0.020476008,0.032858867,0.027127396,0.07259765,-0.08379448,0.00031656868,-0.0068608318,-0.004572986,-0.12674509,-0.038211502,-0.057813615,0.07269097,0.044145044,-0.040892553,-0.07557251,-0.07465539,-0.085526116,0.0039515984,0.017874153,-0.06447323,-0.035497602,0.02129666,0.076066464,-0.017319433,0.00086883694,0.005767467,0.16903378,0.0401818,0.057777077,-0.100932784,0.07776318,0.11985078,0.046540543,0.059550624,-0.054024365,0.0032072233
AI for product managers course,0.7632979,-0.05058076,0.09759458,-0.32449073,0.073683,-0.1349154,-0.105755426,0.031957615,0.118283175,-0.07359605,-0.26745394,0.03367329,-0.100163534,-0.0874807,-0.17524976,-0.07956529,-0.11654687,0.012460456,0.119502515,-0.07956906,-0.16536514,0.046704847,0.058862526,0.013746945,0.08616545,-0.047353312,-0.0433735,-0.040422913,-0.011300639,0.018527823,-0.03356575,0.08990929,0.03311484,-0.0070961197,0.0071639903,0.078087114,0.044992752,-0.07701638,0.0039324076,0.02580678,-0.007207747,-0.08982077,-0.025484476,-0.017162409,-0.0006293864,-0.0038450565,-0.009887453,-0.026437117,0.018060965,0.028824015
professional certificate in AI,0.6893396,-0.45160714,0.17481261,0.21610497,-0.25894624,-0.11729808,-0.15152565,-0.0064750547,-0.039721802,-0.12807961,0.05090004,-0.11347888,0.06402975,-0.048031226,0.010688347,0.12357455,-0.14440717,-0.011444417,0.0079004085,-0.106567666,0.04176176,-0.058207262,-0.057269346,-0.0043413197,-0.098069005,0.035057824,-0.09529954,-0.009366139,-0.050037965,0.0690224,0.0056256037,-0.023698024,-0.028576814,0.0048214584,-0.020426389,0.039527453,-0.03249542,0.009835453,-0.015043414,0.018783936,0.0505794,-0.0024054726,-0.033040598,0.036458038,-0.07562105,-0.002441209,0.015735492,-0.015448653,0.0055675064,0.007439777
online generative AI course,0.82468736,0.38287267,-0.21107984,0.008823682,-0.0803315,0.18663448,-0.21142985,0.05812188,0.014911852,-0.019911828,0.0027194943,-0.021901239,0.04641415,0.025924671,-0.09015074,0.035000786,0.012173052,0.016199,-0.059674274,-0.020359216,-0.034333505,-0.01583263,0.066764645,0.032836728,-0.009803632,0.04436404,-0.022086848,0.0026481082,0.054949548,0.0031425152,-0.018784005,0.057327636,0.0062022465,0.010403213,0.012283947,0.028272016,0.0077989544,0.01566956,0.01704162,0.020204546,0.008401479,-0.0011095189,0.02314991,-0.005905242,-0.046306632,0.007204224,-0.003744859,-0.00084394234,-0.018718937,-0.0114500215
generative AI for business,0.6044116,0.31918424,0.49328172,-0.23087004,-0.07243295,-0.017468354,-0.10650094,-0.00674346,0.14169051,-0.17542304,-0.16798946,0.14097972,0.09651013,0.009831958,-0.03245268,0.03680583,-0.0047908584,-0.086728476,0.11821994,-0.056210026,0.11592836,0.024542294,-0.0147570195,0.022224294,-0.04525414,-0.0596956,0.05546731,0.06930537,0.08143177,0.015885381,0.02776926,-0.035807192,-0.09278057,0.030539546,0.07338346,-0.0865293,-0.005186659,-0.031989243,0.07479671,0.0028934472,-0.022773052,0.090361506,0.056402136,0.010026119,0.02865424,0.055979207,-0.014714267,0.030640941,-0.020208351,0.00802376
MIT xPRO AI course,0.7599971,-0.10856992,-0.018793233,0.22918406,0.28322533,-0.076800905,0.008817031,0.03691954,0.10094428,0.10911318,-0.02689351,-0.07942093,0.111512244,-0.08308525,-0.21187763,0.118401624,-0.10096008,0.08684403,-0.042873546,0.26177883,0.14041972,0.059204713,-0.0082510775,-0.07597184,0.1251019,0.0093987705,-0.10317076,0.0058660433,-0.033136666,0.005463552,0.04488229,-0.0060569867,-0.041879606,-0.010559022,0.046768736,-0.052350134,-0.021257004,-0.016044712,0.03286151,0.013479871,-0.020777687,-0.026871638,0.056503568,0.011377938,-0.008543527,0.030350197,0.02247985,-0.0043886495,-0.009089366,0.034720324
MIT generative AI certificate,0.7189506,0.06213483,0.36314476,0.49455065,-0.16864713,0.0018649441,-0.10370357,0.004450313,-0.014747647,-0.048618276,-0.047912277,-0.04563012,0.016048761,0.0194292,-0.021528693,-0.033639163,-0.072867356,-0.03941099,-0.040983006,-0.008898133,0.08157865,-0.0017760273,-0.015645994,0.06776349,0.070177995,-0.03298398,-0.011789377,0.0061892406,0.009246633,-0.030159676,-0.0735138,-0.042348247,0.031788673,-0.035260256,-0.030243816,0.046148166,-0.045021635,0.05502373,-0.0024390675,0.017346453,0.038623773,-0.04037577,-0.06217038,-0.022186726,-0.0022124795,-0.010110269,-0.02123346,-0.0012512315,0.03355877,0.007870446
